2,3,0,200,100,0.450000,0.500000,0.000000,1.350000,0.000000,0.000000,0.100000,0.100000,0.100000,1.000000,0.100000,0.064052,0.000000,0.000000
2,15,0,200,100,0.450000,0.500000,0.000000,1.350000,0.000000,0.000000,0.100000,0.100000,0.100000,1.000000,0.100000,0.067430,0.000000,0.000000
2,3,2,200,100,0.450000,0.500000,0.000000,1.350000,0.000000,0.000000,0.100000,0.100000,0.100000,1.000000,0.100000,0.064052,0.000000,0.000000
2,14,0,200,100,0.450000,0.500000,0.000000,1.350000,0.000000,0.000000,0.100000,0.100000,0.100000,1.000000,0.100000,0.065278,0.000000,0.000000
2,10,0,200,100,0.450000,0.500000,0.000000,1.350000,0.000000,0.000000,0.100000,0.100000,0.100000,1.000000,0.100000,0.061820,0.000000,0.000000
2,19,1,200,100,0.450000,0.500000,0.000000,1.350000,0.000000,0.000000,0.100000,0.100000,0.100000,1.000000,0.100000,0.074195,0.000000,2.000000
2,5,1,200,100,0.450000,0.500000,0.000000,1.350000,0.000000,0.000000,0.100000,0.100000,0.100000,1.000000,0.100000,0.048678,0.000000,0.000000
2,2,2,200,100,0.450000,0.500000,0.000000,1.350000,0.000000,0.000000,0.100000,0.100000,0.100000,1.000000,0.100000,0.068638,0.000000,0.000000
2,19,0,200,100,0.450000,0.500000,0.000000,1.350000,0.000000,0.000000,0.100000,0.100000,0.100000,1.000000,0.100000,0.074195,0.000000,2.000000
2,7,1,200,100,0.450000,0.500000,0.000000,1.350000,0.000000,0.000000,0.100000,0.100000,0.100000,1.000000,0.100000,0.071793,0.000000,0.000000
2,16,0,200,100,0.450000,0.500000,0.000000,1.350000,0.000000,0.000000,0.100000,0.100000,0.100000,1.000000,0.100000,0.075743,0.000000,0.000000
2,4,0,200,100,0.450000,0.500000,0.000000,1.350000,0.000000,0.000000,0.100000,0.100000,0.100000,1.000000,0.100000,0.067149,0.000000,0.000000
2,9,0,200,100,0.450000,0.500000,0.000000,1.350000,0.000000,0.000000,0.100000,0.100000,0.100000,1.000000,0.100000,0.081863,0.000000,0.000000
2,2,1,200,100,0.450000,0.500000,0.000000,1.350000,0.000000,0.000000,0.100000,0.100000,0.100000,1.000000,0.100000,0.068638,0.000000,0.000000
2,6,1,200,100,0.450000,0.500000,0.000000,1.350000,0.000000,0.000000,0.100000,0.100000,0.100000,1.000000,0.100000,0.089885,0.000000,0.000000
2,11,1,200,100,0.450000,0.500000,0.000000,1.350000,0.000000,0.000000,0.100000,0.100000,0.100000,1.000000,0.100000,0.066701,0.000000,0.000000
